2022-02-11 15:43:37,642 INFO    MainThread:6404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 15:43:44,699 INFO    MainThread:6404 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 15:43:44,706 INFO    MainThread:6404 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 15:43:44,707 INFO    MainThread:6404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 15:43:52,773 INFO    MainThread:6404 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 15:43:52,780 INFO    MainThread:6404 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 15:43:52,781 INFO    MainThread:6404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 15:44:47,832 INFO    MainThread:6404 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 15:44:48,049 INFO    MainThread:6404 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 15:44:48,049 INFO    MainThread:6404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-02-11 15:44:48,864 INFO    MainThread:6404 [wandb_init.py:_resume_backend():308] resuming backend
2022-02-11 15:44:48,872 INFO    MainThread:6404 [wandb_init.py:_pause_backend():299] pausing backend
2022-02-11 15:44:48,873 INFO    MainThread:6404 [jupyter.py:save_ipynb():374] not saving jupyter notebook
